sample	samples	cg02855142	cg06587969	cg05479194	cg18311066	cg21050342	cg02045224	cg15206330	cg13169780	cg02166782	cg17461511	cg26539663	cg12373934	cg25896754	cg14351634	cg16203911	cg00807143	cg05348746	cg04009932	cg02690969	cg22175811	cg08119584	cg02842899	cg07991600	cg25053252	cg06317056	cg06365412	cg13468400	cg12041075	cg18198734	cg02087342	cg10792831	cg16397722	cg22949073
TCGA-B8-5158-01	TCGA-B8-5158-01	0.03106	0.02145	0.03571	0.01481	0.01798	0.03186	0.02737	0.03967	0.045	0.02127	0.1039	0.04026	0.02099	0.01441	0.02212	0.07345	0.02251	0.03652	0.02444	0.04367	0.02748	0.0278	0.0455	0.0185	0.02567	0.886	0.8582	0.8792	0.8364	0.8032	0.9488	0.9582	0.9137
TCGA-WE-A8ZN-06	TCGA-WE-A8ZN-06	0.03105	0.0509	0.02954	0.01637	0.02932	0.01945	0.05394	0.0789	0.06077	0.02357	0.07662	0.03561	0.02719	0.02	0.02711	0.06319	0.03252	0.02883	0.01791	0.05091	0.03562	0.02511	0.03764	0.01847	0.02892	0.8544	0.7536	0.6509	0.8185	0.8958	0.9288	0.9106	0.867
TCGA-HC-7819-11	TCGA-HC-7819-11	0.03105	0.03866	0.04733	0.02513	0.03318	0.04848	0.0434	0.0519	0.04843	0.01986	0.1242	0.05881	0.03424	0.017	0.02667	0.1154	0.0271	0.05064	0.01981	0.04625	0.04866	0.03121	0.03018	0.01986	0.0237	0.8952	0.7544	0.7873	0.7576	0.6247	0.8771	0.9408	0.3898
TCGA-EO-A2CH-01	TCGA-EO-A2CH-01	0.03105	0.03364	0.07102	0.02301	0.0305	0.01773	0.03264	0.03574	0.05433	0.02391	0.1271	0.04551	0.02497	0.01826	0.02935	0.05432	0.04193	0.04192	0.02504	0.04378	0.02741	0.02724	0.05257	0.02286	0.03144	0.8949	0.7497	0.7922	0.8126	0.7974	0.9495	0.9554	0.652
TCGA-EL-A3D6-01	TCGA-EL-A3D6-01	0.03105	0.03355	0.07191	0.02253	0.02203	0.05136	0.02989	0.03878	0.04015	0.02312	0.1378	0.04485	0.02371	0.01846	0.02223	0.05843	0.03434	0.03908	0.01958	0.02316	0.03413	0.02779	0.04884	0.01928	0.02947	0.8829	0.6984	0.8509	0.8991	0.9113	0.7015	0.9502	0.8891
TCGA-BR-8677-01	TCGA-BR-8677-01	0.03105	0.03336	0.0314	0.01556	0.02774	0.02999	0.03388	0.03769	0.04223	0.01914	0.118	0.05213	0.02822	0.01673	0.02846	0.0473	0.03227	0.03648	0.02329	0.02415	0.03138	0.02936	0.02045	0.01915	0.02754	0.8976	0.8493	0.8744	0.8827	0.754	0.9447	0.9584	0.9091
TCGA-DU-A6S8-01	TCGA-DU-A6S8-01	0.03105	0.03189	0.04031	0.01821	0.02863	0.02655	0.04414	0.06695	0.04187	0.02825	0.1025	0.04471	0.01649	0.01728	0.02613	0.06395	0.03419	0.03784	0.02623	0.02903	0.0368	0.02206	0.02658	0.01805	0.03066	0.8218	0.6877	0.7526	0.4779	0.5716	0.8835	0.9261	0.6534
TCGA-DU-6407-01	TCGA-DU-6407-01	0.03105	0.02867	0.03262	0.01678	0.04105	0.04099	0.03022	0.05268	0.03536	0.03074	0.04959	0.03246	0.03561	0.02391	0.02152	0.05657	0.01993	0.03917	0.0339	0.0304	0.0243	0.02911	0.04325	0.02546	0.03625	0.8652	0.8554	0.8032	0.7367	0.2019	0.5699	0.9527	0.903
TCGA-B9-5156-01	TCGA-B9-5156-01	0.03104	0.03418	0.03776	0.01843	0.03395	0.02879	0.03633	0.0326	0.05363	0.02241	0.07616	0.05001	0.05297	0.01745	0.02448	0.05888	0.02456	0.03837	0.01311	0.04067	0.04434	0.02565	0.02231	0.0166	0.02891	0.9111	0.8811	0.8475	0.8615	0.9473	0.9482	0.9482	0.9166
TCGA-XF-A8HG-01	TCGA-XF-A8HG-01	0.03104	0.03338	0.05719	0.02867	0.0378	0.01749	0.0532	0.05977	0.04329	0.03198	0.08207	0.05315	0.03854	0.02467	0.03276	0.05106	0.04476	0.03871	0.03084	0.02759	0.03824	0.02817	0.02423	0.0232	0.05321	0.8748	0.8657	0.8568	0.926	0.8516	0.9368	0.9292	0.301
TCGA-AB-2854-03	TCGA-AB-2854-03	0.03104	0.03074	0.01872	0.02108	0.0263	0.02401	0.036	0.03582	0.04732	0.02123	0.1056	0.02869	0.03177	0.0107	0.02004	0.05753	0.03074	0.03908	0.01899	0.02327	0.02662	0.0218	0.01707	0.01897	0.02841	0.8761	0.8664	0.8206	0.8697	0.8705	0.9487	0.9338	0.9183
TCGA-AP-A3K1-01	TCGA-AP-A3K1-01	0.03104	0.02762	0.04537	0.02536	0.02574	0.05451	0.02553	0.03816	0.04462	0.02035	0.1405	0.05019	0.02983	0.02023	0.0315	0.06308	0.02796	0.0613	0.02236	0.04879	0.03507	0.03011	0.05866	0.02095	0.03217	0.8902	0.8244	0.8749	0.9029	0.8936	0.9488	0.901	0.8549
TCGA-BC-A3KF-01	TCGA-BC-A3KF-01	0.03103	0.06311	0.03149	0.02593	0.03015	0.03266	0.03639	0.04398	0.03844	0.02875	0.1182	0.04332	0.0261	0.02431	0.02859	0.05102	0.03343	0.04124	0.03258	0.04374	0.05474	0.02645	0.04845	0.02597	0.04815	0.9008	0.7932	0.852	0.8854	0.8698	0.9561	0.9474	0.8614
TCGA-SP-A6QD-01	TCGA-SP-A6QD-01	0.03103	0.06149	0.02715	0.02367	0.03133	0.03311	0.05899	0.07172	0.05771	0.03865	0.07524	0.04635	0.0306	0.0238	0.03424	0.06419	0.04538	0.03846	0.02923	0.02735	0.03201	0.03273	0.0292	0.02735	0.03702	0.8968	0.8824	0.8358	0.8768	0.8907	0.9489	0.938	0.8044
TCGA-F2-A44H-01	TCGA-F2-A44H-01	0.03103	0.04947	0.02739	0.01604	0.02331	0.0257	0.02674	0.03234	0.04672	0.01945	0.0694	0.04301	0.02302	0.01542	0.02625	0.06678	0.0289	0.04268	0.02748	0.04496	0.0275	0.02318	0.03701	0.02205	0.02558	0.8521	0.8204	0.8326	0.8309	0.7684	0.9396	0.9359	0.8642
TCGA-VS-A8EG-01	TCGA-VS-A8EG-01	0.03103	0.0365	0.02115	0.01931	0.02739	0.01285	0.04776	0.05168	0.04878	0.01927	0.0628	0.04485	0.038	0.01685	0.03047	0.03888	0.02679	0.04094	0.02034	0.03727	0.03388	0.02049	0.02614	0.02065	0.02399	0.899	0.8775	0.8629	0.8547	0.6784	0.9283	0.9398	0.5391
TCGA-DB-A75P-01	TCGA-DB-A75P-01	0.03103	0.03517	0.03221	0.01897	0.02213	0.02105	0.03249	0.06	0.05533	0.02127	0.06545	0.05159	0.02459	0.02188	0.03077	0.09024	0.04088	0.0477	0.02529	0.04638	0.03201	0.03406	0.02641	0.02031	0.03674	0.8697	0.6211	0.6216	0.6428	0.6169	0.8987	0.941	0.633
TCGA-B0-4818-11	TCGA-B0-4818-11	0.03103	0.02769	0.02196	0.0197	0.01767	0.01994	0.04202	0.037	0.03386	0.01861	0.07816	0.04643	0.0221	0.01651	0.02033	0.06751	0.02526	0.05017	0.02117	0.04156	0.03651	0.02169	0.0567	0.01748	0.03111	0.857	0.8427	0.8274	0.8469	0.8674	0.952	0.9503	0.8791
TCGA-DU-7012-01	TCGA-DU-7012-01	0.03103	0.02699	0.05894	0.01988	0.02359	0.0309	0.03112	0.03989	0.05865	0.01682	0.1166	0.04622	0.03058	0.01429	0.02785	0.05856	0.02981	0.03896	0.02078	0.0375	0.0552	0.02959	0.02931	0.01827	0.03472	0.8765	0.6441	0.7614	0.5763	0.8052	0.9592	0.946	0.7064
TCGA-AR-A0TT-01	TCGA-AR-A0TT-01	0.03102	0.03107	0.03526	0.02078	0.01907	0.04144	0.02883	0.09135	0.04025	0.04978	0.093	0.05727	0.02488	0.02652	0.03635	0.06415	0.03861	0.04988	0.05502	0.05303	0.05417	0.04304	0.052	0.02643	0.06283	0.8623	0.9228	0.8278	0.8828	0.8518	0.9341	0.9396	0.8262
TCGA-B9-A8YH-01	TCGA-B9-A8YH-01	0.03101	0.03986	0.02431	0.01751	0.0206	0.01725	0.02569	0.1389	0.04958	0.01889	0.048	0.03762	0.02584	0.01586	0.02058	0.07338	0.02565	0.03167	0.01517	0.04602	0.05043	0.02167	0.02746	0.01681	0.06764	0.855	0.8558	0.8477	0.8938	0.9292	0.9354	0.9375	0.8885
TCGA-QR-A70G-01	TCGA-QR-A70G-01	0.03101	0.03305	0.02552	0.01692	0.02674	0.02311	0.08472	0.05015	0.04102	0.02791	0.09144	0.04071	0.02424	0.02029	0.02791	0.04691	0.02789	0.03669	0.0199	0.03368	0.02821	0.01895	0.02343	0.01798	0.02274	0.8689	0.8382	0.4486	0.6167	0.3311	0.9275	0.9327	0.7657
TCGA-BA-6872-01	TCGA-BA-6872-01	0.03101	0.0323	0.06861	0.02181	0.03511	0.04171	0.03931	0.05151	0.0594	0.02354	0.1617	0.04491	0.02716	0.02226	0.02925	0.08005	0.03818	0.03766	0.02586	0.06053	0.04628	0.03945	0.05439	0.02478	0.0292	0.891	0.8339	0.8182	0.8699	0.9081	0.9494	0.9464	0.8272
TCGA-WB-A81K-01	TCGA-WB-A81K-01	0.03101	0.02662	0.03249	0.01768	0.02172	0.02306	0.05017	0.04305	0.05333	0.0261	0.09341	0.03894	0.02138	0.01681	0.0252	0.04037	0.02957	0.03056	0.02057	0.03493	0.05351	0.02325	0.02395	0.01861	0.02836	0.8617	0.8325	0.5833	0.6262	0.4751	0.9394	0.9162	0.8555
TCGA-GM-A5PX-01	TCGA-GM-A5PX-01	0.03101	0.02186	0.03443	0.02377	0.02748	0.01672	0.04071	0.03109	0.03976	0.02233	0.1194	0.0445	0.01714	0.01801	0.02443	0.05685	0.0271	0.03449	0.02283	0.05851	0.04662	0.0258	0.05507	0.01943	0.02649	0.8889	0.8463	0.8264	0.8409	0.8218	0.9478	0.9494	0.8939
TCGA-DX-A3LS-01	TCGA-DX-A3LS-01	0.031	0.04422	0.04909	0.02525	0.03011	0.0362	0.03644	0.04181	0.03905	0.03124	0.1059	0.05933	0.02527	0.01958	0.02671	0.06658	0.03244	0.04237	0.03203	0.1315	0.05625	0.03378	0.03138	0.02811	0.0407	0.8831	0.8712	0.8508	0.898	0.8872	0.9548	0.9415	0.8791
TCGA-DB-5275-01	TCGA-DB-5275-01	0.031	0.0369	0.04764	0.02445	0.03722	0.02658	0.02934	0.0304	0.04556	0.01926	0.1278	0.05497	0.01956	0.01471	0.02722	0.1407	0.03147	0.04229	0.024	0.1017	0.09889	0.02146	0.09692	0.02416	0.0228	0.8776	0.8773	0.8972	0.7436	0.9309	0.9347	0.955	0.9083
TCGA-GF-A2C7-01	TCGA-GF-A2C7-01	0.031	0.03278	0.04058	0.02444	0.03315	0.0399	0.03172	0.03699	0.04273	0.01911	0.1232	0.04789	0.02626	0.01681	0.02398	0.07172	0.02757	0.06494	0.01975	0.05526	0.03465	0.02975	0.04351	0.01973	0.02536	0.8813	0.8338	0.7308	0.7086	0.9234	0.9451	0.9394	0.8836
TCGA-C5-A3HE-01	TCGA-C5-A3HE-01	0.031	0.03098	0.0288	0.01707	0.0273	0.02595	0.0293	0.0367	0.05772	0.02434	0.132	0.05142	0.0375	0.01911	0.02917	0.05492	0.03379	0.03547	0.02666	0.0332	0.02934	0.02618	0.0265	0.02197	0.02653	0.8928	0.8339	0.8081	0.8902	0.8851	0.9504	0.9491	0.8844
TCGA-B0-4827-11	TCGA-B0-4827-11	0.031	0.028	0.07449	0.02926	0.0189	0.04685	0.02961	0.03914	0.04343	0.02349	0.09372	0.0384	0.02067	0.01541	0.02207	0.08193	0.03356	0.04999	0.02671	0.04774	0.03635	0.02525	0.07759	0.02178	0.03121	0.8721	0.8503	0.8256	0.9056	0.8255	0.9471	0.9444	0.8991
TCGA-BH-A0B2-01	TCGA-BH-A0B2-01	0.03099	0.03025	0.02594	0.01755	0.02271	0.04984	0.03671	0.2254	0.03795	0.04132	0.07239	0.05923	0.02621	0.02988	0.04791	0.05957	0.03616	0.05105	0.03935	0.02895	0.03222	0.03861	0.02228	0.02573	0.05082	0.9135	0.8534	0.8493	0.8401	0.8518	0.949	0.94	0.8428
TCGA-TM-A84B-01	TCGA-TM-A84B-01	0.03098	0.0426	0.02331	0.0157	0.03344	0.01775	0.05602	0.04349	0.0633	0.01739	0.03692	0.0423	0.03219	0.01641	0.02328	0.1119	0.03113	0.02898	0.02303	0.04362	0.04461	0.02678	0.02557	0.01889	0.02118	0.8177	0.335	0.2561	0.3064	0.3236	0.7175	0.9303	0.4778
TCGA-FU-A5XV-01	TCGA-FU-A5XV-01	0.03098	0.03644	0.03607	0.02013	0.02698	0.02775	0.0561	0.02904	0.05339	0.01962	0.112	0.04615	0.03128	0.01706	0.02204	0.05152	0.0241	0.03813	0.02042	0.02582	0.03377	0.02628	0.02514	0.01958	0.02492	0.824	0.8109	0.7842	0.7645	0.6607	0.8971	0.9283	0.4577
TCGA-G4-6320-01	TCGA-G4-6320-01	0.03098	0.03564	0.02514	0.01878	0.02243	0.02106	0.03323	0.04032	0.04377	0.01964	0.07061	0.04529	0.02883	0.01798	0.0259	0.05641	0.03243	0.03992	0.02065	0.0939	0.0473	0.0284	0.02996	0.02185	0.03351	0.8562	0.8394	0.795	0.8852	0.8027	0.9545	0.9439	0.8051
TCGA-FV-A3R3-01	TCGA-FV-A3R3-01	0.03098	0.0323	0.04049	0.02187	0.02995	0.03505	0.03553	0.04179	0.06328	0.026	0.1259	0.05148	0.02314	0.01664	0.02803	0.05704	0.02866	0.04167	0.02635	0.03151	0.03253	0.02676	0.02116	0.02411	0.03501	0.8639	0.8468	0.8363	0.8143	0.9049	0.9463	0.9439	0.8255
TCGA-MB-A5YA-01	TCGA-MB-A5YA-01	0.03098	0.02865	0.02633	0.02463	0.03582	0.02162	0.03204	0.03518	0.03182	0.03032	0.09695	0.04975	0.02142	0.0221	0.02628	0.04533	0.03463	0.03184	0.03095	0.02972	0.02623	0.02177	0.01879	0.02064	0.04933	0.9039	0.897	0.874	0.9055	0.9019	0.9527	0.9494	0.9007
TCGA-HC-7230-01	TCGA-HC-7230-01	0.03098	0.02443	0.04211	0.02167	0.02324	0.01572	0.04197	0.05931	0.04462	0.02825	0.0757	0.04257	0.02375	0.01905	0.03225	0.05167	0.04274	0.03916	0.02775	0.04569	0.03283	0.03087	0.03254	0.0223	0.03664	0.9046	0.7512	0.7908	0.8105	0.6975	0.9247	0.9579	0.8163
TCGA-P3-A5Q5-01	TCGA-P3-A5Q5-01	0.03098	0.02398	0.03873	0.0217	0.02763	0.02903	0.02879	0.03766	0.05992	0.02429	0.1246	0.04503	0.02413	0.02043	0.02863	0.0613	0.02341	0.0357	0.01786	0.04424	0.04936	0.02522	0.02829	0.02155	0.03178	0.8102	0.8377	0.8032	0.7563	0.7035	0.9152	0.7071	0.552
TCGA-A4-8098-01	TCGA-A4-8098-01	0.03098	0.02277	0.03184	0.02298	0.02898	0.03691	0.0443	0.03498	0.06433	0.01795	0.1146	0.04448	0.02471	0.01754	0.02354	0.06277	0.02773	0.0356	0.01992	0.03518	0.02645	0.02035	0.02358	0.02189	0.03037	0.8673	0.8363	0.8587	0.8977	0.9174	0.9525	0.9444	0.9205
TCGA-ET-A3BT-01	TCGA-ET-A3BT-01	0.03097	0.03772	0.05877	0.02009	0.03261	0.02218	0.03383	0.03878	0.03721	0.02273	0.1296	0.05254	0.02839	0.01776	0.02451	0.08155	0.03144	0.03499	0.02305	0.03584	0.02917	0.02423	0.04943	0.02085	0.02932	0.8796	0.8469	0.8317	0.9083	0.9017	0.7925	0.9396	0.496
TCGA-DD-AACM-01	TCGA-DD-AACM-01	0.03097	0.03324	0.02247	0.02105	0.02284	0.01819	0.02848	0.05333	0.04705	0.02977	0.04759	0.04355	0.02324	0.02224	0.02378	0.04713	0.02826	0.02967	0.02421	0.02588	0.02044	0.02719	0.02276	0.01965	0.03493	0.8372	0.8281	0.8123	0.8633	0.8745	0.9407	0.9179	0.7534
TCGA-E9-A5FK-01	TCGA-E9-A5FK-01	0.03097	0.02753	0.02239	0.01962	0.02811	0.01468	0.03781	0.03348	0.03976	0.02722	0.09603	0.04273	0.01899	0.0201	0.02809	0.04534	0.02728	0.03522	0.02469	0.02452	0.0314	0.02122	0.01838	0.02089	0.06406	0.8956	0.804	0.7942	0.8541	0.8288	0.9233	0.9441	0.8607
TCGA-5U-AB0F-01	TCGA-5U-AB0F-01	0.03097	0.0268	0.04707	0.02361	0.01986	0.02689	0.04188	0.02253	0.04577	0.02769	0.05578	0.03729	0.01873	0.01781	0.01858	0.04831	0.01969	0.02604	0.02133	0.02405	0.02783	0.02233	0.02208	0.02189	0.04936	0.876	0.8906	0.8659	0.9156	0.9361	0.9484	0.9457	0.8475
TCGA-EW-A1P0-01	TCGA-EW-A1P0-01	0.03097	0.02659	0.03583	0.02289	0.02315	0.0168	0.02814	0.04771	0.04094	0.02004	0.1129	0.03519	0.02571	0.01303	0.0246	0.06718	0.0241	0.04599	0.02074	0.04011	0.03551	0.02383	0.025	0.01573	0.02607	0.892	0.8658	0.8314	0.8245	0.7508	0.9452	0.9428	0.8073
TCGA-2G-AAGP-01	TCGA-2G-AAGP-01	0.03096	0.03322	0.02666	0.02329	0.0304	0.01608	0.04842	0.03948	0.03536	0.01992	0.07546	0.0373	0.02087	0.02176	0.02217	0.05425	0.03297	0.03161	0.02218	0.07012	0.03674	0.03143	0.03393	0.02382	0.03633	0.7714	0.8391	0.7749	0.8518	0.8156	0.8818	0.9306	0.7926
TCGA-A4-7732-11	TCGA-A4-7732-11	0.03096	0.03131	0.02536	0.02767	0.0288	0.03422	0.03118	0.03463	0.04175	0.02319	0.09939	0.03815	0.03449	0.01486	0.02406	0.0503	0.02609	0.04556	0.02167	0.03368	0.03328	0.02196	0.0391	0.02414	0.03287	0.8839	0.8272	0.837	0.8397	0.8565	0.9616	0.9486	0.8954
TCGA-DJ-A4UW-01	TCGA-DJ-A4UW-01	0.03096	0.03105	0.01543	0.01641	0.01944	0.03638	0.05032	0.03195	0.05223	0.01912	0.07976	0.04317	0.02185	0.01665	0.02306	0.04564	0.02774	0.03597	0.02336	0.01898	0.03187	0.02605	0.01672	0.01846	0.02958	0.8485	0.8608	0.8232	0.8262	0.8338	0.9372	0.9442	0.907
TCGA-B0-5110-01	TCGA-B0-5110-01	0.03096	0.028	0.04762	0.01868	0.02287	0.0727	0.03248	0.03982	0.0373	0.02356	0.1263	0.06006	0.02139	0.01438	0.02709	0.0915	0.03031	0.04922	0.0223	0.05789	0.05423	0.02677	0.06855	0.02225	0.02348	0.8883	0.8572	0.8681	0.8634	0.8716	0.9583	0.9539	0.8171
TCGA-BP-5175-01	TCGA-BP-5175-01	0.03096	0.02613	0.0357	0.01445	0.01973	0.02327	0.03371	0.03997	0.04764	0.02071	0.1133	0.03645	0.03645	0.01465	0.01841	0.0568	0.02717	0.03946	0.01617	0.02754	0.02164	0.02179	0.02563	0.01586	0.02177	0.8588	0.8565	0.8173	0.8666	0.7772	0.9614	0.9407	0.9268
TCGA-A6-6649-01	TCGA-A6-6649-01	0.03095	0.0449	0.06964	0.02381	0.03125	0.01836	0.03974	0.05274	0.06302	0.02611	0.09255	0.04728	0.02516	0.02703	0.03479	0.05425	0.03189	0.04164	0.02065	0.03565	0.03331	0.02939	0.03892	0.01846	0.0363	0.8831	0.8858	0.8291	0.8621	0.8664	0.956	0.9438	0.7918
TCGA-VR-A8EW-01	TCGA-VR-A8EW-01	0.03095	0.03101	0.02416	0.01983	0.02327	0.01897	0.05782	0.05734	0.0499	0.02549	0.102	0.0347	0.02419	0.0235	0.03019	0.04269	0.03319	0.0323	0.02072	0.03394	0.02608	0.02589	0.01865	0.01761	0.03155	0.8567	0.8004	0.8518	0.8202	0.5523	0.8979	0.9527	0.3116
TCGA-34-A5IX-01	TCGA-34-A5IX-01	0.03095	0.03045	0.02844	0.02861	0.02682	0.04	0.04859	0.03202	0.05231	0.0243	0.1477	0.05204	0.01961	0.02112	0.03027	0.04071	0.02759	0.04115	0.02675	0.02968	0.03762	0.02493	0.02025	0.02374	0.04043	0.8428	0.7819	0.7997	0.7982	0.7845	0.9	0.9136	0.7448
TCGA-XM-AAZ2-01	TCGA-XM-AAZ2-01	0.03095	0.02956	0.02463	0.01904	0.02803	0.04379	0.03964	0.02973	0.0432	0.02059	0.08916	0.04126	0.02358	0.02023	0.0225	0.05583	0.02355	0.03599	0.02069	0.06953	0.04031	0.02257	0.02422	0.02323	0.04119	0.8394	0.8103	0.8307	0.8675	0.8825	0.9426	0.9363	0.421
TCGA-FX-A8OO-01	TCGA-FX-A8OO-01	0.03095	0.0219	0.02052	0.01704	0.02521	0.02065	0.04408	0.03695	0.04198	0.02247	0.08856	0.04145	0.02269	0.01694	0.02198	0.03578	0.02715	0.03417	0.02253	0.02126	0.02365	0.02279	0.01596	0.01835	0.02693	0.884	0.8383	0.722	0.6893	0.3411	0.9277	0.9436	0.5544
TCGA-NI-A8LF-01	TCGA-NI-A8LF-01	0.03094	0.03955	0.0347	0.02687	0.03312	0.02276	0.05748	0.04451	0.05243	0.0286	0.1071	0.0646	0.03367	0.02035	0.02547	0.04384	0.0356	0.0404	0.02721	0.03663	0.02959	0.03141	0.02149	0.022	0.0471	0.8676	0.8141	0.8536	0.8343	0.7386	0.9482	0.8934	0.6645
TCGA-ZB-A961-01	TCGA-ZB-A961-01	0.03094	0.03928	0.04493	0.02113	0.02774	0.02217	0.03143	0.04099	0.04414	0.02644	0.07679	0.04593	0.01849	0.02344	0.0274	0.04487	0.03024	0.03894	0.02682	0.2258	0.02679	0.02672	0.02704	0.02222	0.03621	0.8604	0.8975	0.8228	0.8698	0.9205	0.929	0.9274	0.7144
TCGA-MK-A4N7-01	TCGA-MK-A4N7-01	0.03094	0.03574	0.01995	0.02218	0.01835	0.02372	0.03621	0.05206	0.03314	0.02407	0.08192	0.04687	0.03316	0.01955	0.02229	0.05671	0.03885	0.02801	0.02231	0.02904	0.02403	0.02673	0.01716	0.02163	0.02443	0.8806	0.8476	0.8278	0.911	0.9242	0.9323	0.9468	0.8879
TCGA-DD-A3A8-01	TCGA-DD-A3A8-01	0.03094	0.03194	0.02358	0.01787	0.02902	0.03178	0.04346	0.03702	0.04066	0.02695	0.0868	0.04914	0.02435	0.0179	0.02718	0.05847	0.02939	0.03445	0.0229	0.02485	0.0299	0.02814	0.01912	0.01987	0.0282	0.8847	0.8663	0.8695	0.9219	0.9166	0.9562	0.9635	0.9136
TCGA-QM-A5NM-01	TCGA-QM-A5NM-01	0.03094	0.02811	0.02006	0.02631	0.02839	0.01745	0.02857	0.06123	0.04711	0.03785	0.05954	0.06704	0.02487	0.03065	0.0407	0.04883	0.03573	0.05804	0.031	0.04744	0.02885	0.03873	0.02124	0.02691	0.05806	0.8662	0.8855	0.7943	0.8529	0.9067	0.9367	0.9409	0.5478
TCGA-EJ-8470-01	TCGA-EJ-8470-01	0.03093	0.03531	0.03922	0.02727	0.02812	0.05157	0.03666	0.02978	0.05348	0.02587	0.153	0.04137	0.0338	0.02171	0.02445	0.05047	0.02893	0.03983	0.0274	0.02833	0.03314	0.02879	0.02582	0.02668	0.03187	0.8746	0.8067	0.8351	0.7972	0.7901	0.9297	0.9448	0.8146
TCGA-DZ-6134-01	TCGA-DZ-6134-01	0.03093	0.03517	0.05116	0.02191	0.02547	0.05915	0.03847	0.03536	0.05601	0.01889	0.1262	0.03915	0.02839	0.01557	0.01952	0.07522	0.03367	0.04112	0.0157	0.04434	0.04452	0.02681	0.03473	0.0184	0.02035	0.8991	0.8274	0.8518	0.906	0.8428	0.9587	0.9549	0.9316
TCGA-CV-7437-01	TCGA-CV-7437-01	0.03093	0.03029	0.06392	0.03134	0.02988	0.03553	0.04022	0.04125	0.04968	0.02072	0.1478	0.05224	0.02419	0.01805	0.02868	0.09315	0.03663	0.04733	0.02705	0.07414	0.04107	0.03512	0.0345	0.02912	0.02899	0.855	0.811	0.7813	0.7984	0.5243	0.9366	0.9436	0.5721
TCGA-3P-A9WA-01	TCGA-3P-A9WA-01	0.03093	0.02897	0.01982	0.02541	0.02587	0.02192	0.04083	0.02974	0.04702	0.03278	0.08225	0.04733	0.0253	0.02835	0.02577	0.06507	0.03051	0.03047	0.03067	0.03938	0.02271	0.03029	0.1169	0.02591	0.05486	0.8646	0.9165	0.8227	0.8636	0.9075	0.9322	0.9143	0.8169
TCGA-37-5819-01	TCGA-37-5819-01	0.03093	0.02299	0.0356	0.02047	0.02017	0.01135	0.02454	0.03572	0.03667	0.0271	0.09292	0.03981	0.02193	0.01697	0.02208	0.07626	0.02371	0.03672	0.02327	0.04164	0.02602	0.02809	0.03134	0.023	0.0381	0.8857	0.8743	0.8646	0.8685	0.7623	0.9258	0.9389	0.676
TCGA-E9-A1QZ-01	TCGA-E9-A1QZ-01	0.03092	0.03777	0.06333	0.01928	0.03039	0.02764	0.03963	0.03743	0.04421	0.02014	0.07159	0.04292	0.02428	0.01865	0.03119	0.1345	0.03709	0.04747	0.02555	0.1018	0.06022	0.02756	0.04779	0.02131	0.02716	0.9099	0.8263	0.8221	0.8527	0.8607	0.9556	0.9464	0.8896
TCGA-CV-7261-01	TCGA-CV-7261-01	0.03091	0.04088	0.04092	0.01952	0.0218	0.04645	0.03702	0.03531	0.04494	0.01609	0.1307	0.03843	0.02028	0.01458	0.02309	0.07474	0.02721	0.04386	0.01946	0.03311	0.03903	0.02574	0.03621	0.01701	0.02696	0.8506	0.775	0.8033	0.7787	0.6265	0.9344	0.9505	0.4597
TCGA-A1-A0SO-01	TCGA-A1-A0SO-01	0.03091	0.03889	0.02731	0.03213	0.01969	0.03211	0.02617	0.1055	0.03394	0.03023	0.08152	0.04459	0.02277	0.02241	0.03645	0.06411	0.03915	0.04283	0.03098	0.05659	0.03047	0.03707	0.04806	0.02287	0.03469	0.8846	0.8202	0.6282	0.7879	0.8453	0.9362	0.9391	0.8186
TCGA-D7-6522-01	TCGA-D7-6522-01	0.03091	0.03091	0.04675	0.01511	0.0244	0.01491	0.03399	0.03977	0.0538	0.02394	0.05282	0.04866	0.02102	0.01861	0.02673	0.07467	0.04257	0.03848	0.02463	0.03324	0.03308	0.02433	0.05419	0.02752	0.02827	0.8528	0.8442	0.8245	0.8297	0.8448	0.9529	0.9523	0.8817
TCGA-DB-5276-01	TCGA-DB-5276-01	0.03091	0.03032	0.04291	0.02132	0.02893	0.03102	0.03745	0.03091	0.04022	0.01718	0.08005	0.04719	0.02447	0.01524	0.02153	0.1006	0.03339	0.03671	0.02193	0.1115	0.07113	0.02983	0.1168	0.02391	0.02478	0.9063	0.7906	0.8154	0.8066	0.7527	0.9453	0.9493	0.9098
TCGA-P3-A5QA-01	TCGA-P3-A5QA-01	0.0309	0.04657	0.03071	0.01856	0.01963	0.02279	0.03239	0.03639	0.04656	0.02237	0.07172	0.04232	0.02525	0.01714	0.0295	0.05751	0.02227	0.03549	0.02313	0.02278	0.02928	0.02075	0.01588	0.0237	0.03561	0.8636	0.8184	0.7694	0.8375	0.7991	0.8945	0.9328	0.878
TCGA-FT-A3EE-01	TCGA-FT-A3EE-01	0.0309	0.03081	0.03279	0.02678	0.0221	0.05795	0.0308	0.02895	0.04424	0.02482	0.1803	0.03741	0.02378	0.01584	0.02263	0.1113	0.03435	0.0633	0.01917	0.07576	0.04964	0.03154	0.04285	0.02023	0.02464	0.8733	0.8156	0.859	0.8601	0.6856	0.9433	0.9332	0.5598
