sample	samples	chr17:7590695-7590863:-	chr17:7580643-7580745:-	chr17:7579700-7579940:-	chr17:7579312-7579590:-	chr17:7578371-7578811:-	chr17:7577499-7577608:-	chr17:7577019-7577155:-	chr17:7576853-7576926:-	chr17:7576525-7576657:-	chr17:7573927-7574033:-	chr17:7571720-7573008:-	chr17:7565097-7565332:-
TCGA-M7-A724-01	TCGA-M7-A724-01	2.867	0.0846	2.789	3.549	2.672	4.172	4.437	4.74	0.3568	4.36	5.402	0.1446
TCGA-A4-7828-01	TCGA-A4-7828-01	2.867	0	2.983	3.986	2.706	4.004	4.241	4.616	0.0902	4.491	4.838	0
TCGA-D3-A3CF-06	TCGA-D3-A3CF-06	2.867	0	2.859	3.802	2.801	4.018	4.187	4.472	0.3658	4.243	4.33	0.0331
TCGA-44-2659-01	TCGA-44-2659-01	2.866	0.5349	2.742	3.695	2.658	4.065	4.126	4.493	0.3885	4.281	4.05	0.0311
TCGA-B2-5639-01	TCGA-B2-5639-01	2.866	0	3.047	3.766	2.906	4.119	4.321	4.543	0	4.203	4.234	0
TCGA-BA-A6DI-01	TCGA-BA-A6DI-01	2.866	0	2.866	3.692	2.671	3.766	3.851	4.195	0.1796	4.014	4.071	0.0355
TCGA-24-1928-01	TCGA-24-1928-01	2.865	0.2439	2.804	3.647	2.522	3.796	3.816	4.078	0.362	3.89	3.177	0.1642
TCGA-AO-A0J3-01	TCGA-AO-A0J3-01	2.865	0.0667	2.87	3.761	2.733	4.31	4.372	4.627	0.1505	4.591	5.222	0
TCGA-B4-5838-01	TCGA-B4-5838-01	2.865	0	3.072	4.261	3.037	4.344	4.154	4.487	0.0812	4.46	4.865	0
TCGA-IG-A3YB-01	TCGA-IG-A3YB-01	2.864	0.5714	2.756	3.425	2.528	3.985	3.823	4.09	1.165	3.888	2.974	0.1728
TCGA-CG-4304-01	TCGA-CG-4304-01	2.864	0.3271	3.07	3.992	2.733	3.8	3.913	4.47	0.8778	4.325	3.74	0
TCGA-EE-A2MG-06	TCGA-EE-A2MG-06	2.864	0.0849	3.031	4.126	3.198	4.394	4.373	4.726	0.808	4.393	4.55	0
TCGA-22-5483-11	TCGA-22-5483-11	2.864	0.0821	2.888	3.89	2.973	4.229	4.193	4.423	0.064	4.254	4.195	0
TCGA-WZ-A7V3-01	TCGA-WZ-A7V3-01	2.864	0	3.086	3.997	2.966	4.302	4.26	4.539	0.1422	4.372	4.086	0.1211
TCGA-DJ-A3UU-01	TCGA-DJ-A3UU-01	2.864	0	3.003	4.03	2.877	4.247	4.258	4.435	0.0694	4.253	4.269	0.0395
TCGA-43-6647-11	TCGA-43-6647-11	2.864	0	2.961	3.875	2.795	4.182	4.278	4.429	0	4.182	3.888	0
TCGA-IB-AAUS-01	TCGA-IB-AAUS-01	2.864	0	2.647	3.396	2.566	3.893	3.836	4.164	0.5656	4.058	4.234	0.048
TCGA-Y8-A8RY-11	TCGA-Y8-A8RY-11	2.863	0.0758	2.92	3.744	2.769	3.949	4.112	4.31	0.3226	4	3.766	0.0984
TCGA-CJ-4868-01	TCGA-CJ-4868-01	2.863	0	3.208	4.005	2.816	4.453	4.435	4.642	0.1733	4.532	4.576	0.051
TCGA-B0-5697-01	TCGA-B0-5697-01	2.862	0.1484	3.122	3.974	2.88	4.26	4.389	4.735	0.2237	4.572	4.74	0
TCGA-EJ-7317-01	TCGA-EJ-7317-01	2.862	0	3.151	4.408	3.272	4.583	4.685	5.054	0.1338	4.817	4.623	0
TCGA-E1-5319-01	TCGA-E1-5319-01	2.862	0	2.931	3.992	2.695	3.893	3.98	4.357	0	4.142	4.021	0
TCGA-KM-8442-01	TCGA-KM-8442-01	2.862	0	2.896	3.719	2.661	3.827	4.006	4.252	0.2401	4.052	4.04	0.1064
TCGA-HV-A5A5-01	TCGA-HV-A5A5-01	2.862	0	2.506	3.872	2.906	3.907	4.262	4.628	0.1027	4.398	4.54	0
TCGA-14-1823-01	TCGA-14-1823-01	2.861	0.5099	3.075	3.644	2.705	4.253	4.161	4.568	0.3176	4.44	4.561	0
TCGA-DU-A76K-01	TCGA-DU-A76K-01	2.861	0.2881	2.505	3.365	2.366	3.684	3.829	4.113	0.1185	4.097	4.249	0.195
TCGA-ZB-A96G-01	TCGA-ZB-A96G-01	2.861	0.1235	2.759	3.709	2.898	4.525	4.612	4.971	0.2723	4.89	6.379	0
TCGA-DX-A7EF-01	TCGA-DX-A7EF-01	2.861	0.1015	2.596	3.362	2.436	3.473	1.624	1.737	0.0792	1.568	1.527	0
TCGA-55-6978-01	TCGA-55-6978-01	2.861	0	2.976	3.816	2.204	3.734	3.828	3.852	0.2545	3.713	3.778	0
TCGA-IB-AAUN-01	TCGA-IB-AAUN-01	2.861	0	2.746	3.668	2.645	3.929	4.017	4.218	0.184	4.128	4.372	0.1066
TCGA-ER-A2NG-06	TCGA-ER-A2NG-06	2.86	0	3.148	4.209	2.99	4.017	4.162	4.506	0.211	4.145	3.752	0.093
TCGA-44-3396-11	TCGA-44-3396-11	2.86	0	2.931	3.807	2.868	3.939	4.132	4.342	0.1044	4.114	3.824	0.0302
TCGA-69-7761-01	TCGA-69-7761-01	2.86	0	1.698	2.566	2.571	3.729	3.921	4.082	0.3825	4.022	3.94	0.1851
TCGA-BP-4325-01	TCGA-BP-4325-01	2.859	0.5494	3.158	4.163	2.826	4.098	4.369	4.571	0.5972	4.256	4.193	0.0411
TCGA-TM-A7C4-01	TCGA-TM-A7C4-01	2.859	0.1166	3.041	3.831	2.786	3.983	4.072	4.442	0.0911	4.253	4.205	0
TCGA-XN-A8T3-01	TCGA-XN-A8T3-01	2.859	0	2.934	3.704	2.774	3.794	3.967	4.401	0.1869	4.205	4.562	0
TCGA-CJ-4902-01	TCGA-CJ-4902-01	2.858	0.2435	2.861	3.8	2.873	4.42	4.458	4.787	0.6504	4.591	4.648	0.0843
TCGA-A3-3343-01	TCGA-A3-3343-01	2.858	0.1709	3.017	4.035	2.891	4.272	4.298	4.698	0.4232	4.378	4.203	0
TCGA-A2-A1G4-01	TCGA-A2-A1G4-01	2.858	0.0666	3.034	4.035	2.82	4.152	4.297	4.522	0.1503	4.313	4.221	0.0295
TCGA-50-5072-01	TCGA-50-5072-01	2.858	0	2.946	3.813	2.764	3.912	4.236	4.5	0.0831	4.23	4.411	0.0474
TCGA-Q9-A6FW-01	TCGA-Q9-A6FW-01	2.858	0	2.865	3.852	3.015	4.368	4.212	4.417	0.2643	4.319	3.941	0
TCGA-EL-A3T2-01	TCGA-EL-A3T2-01	2.858	0	2.783	3.666	2.771	4.059	4.121	4.501	0.5865	4.061	3.916	0.0664
TCGA-CJ-4871-01	TCGA-CJ-4871-01	2.857	0.0859	3.024	3.941	2.76	4.104	4.268	4.619	0.067	4.285	4.314	0
TCGA-DH-5141-01	TCGA-DH-5141-01	2.857	0.0835	2.855	3.843	2.835	4.135	4.298	4.612	0	4.451	4.525	0.0731
TCGA-BH-A0B1-01	TCGA-BH-A0B1-01	2.857	0	3.085	4.02	2.846	4.263	4.441	4.714	0.1944	4.489	4.425	0
TCGA-HW-A5KL-01	TCGA-HW-A5KL-01	2.857	0	2.948	4.053	3.113	4.345	4.459	4.662	0	4.49	4.352	0.1667
TCGA-B8-5553-01	TCGA-B8-5553-01	2.857	0	2.926	3.869	2.861	3.927	4.088	4.386	0.0725	4.328	3.741	0
TCGA-A6-2686-01	TCGA-A6-2686-01	2.857	0	2.445	3.329	2.394	3.396	3.724	3.952	0.3047	3.699	3.48	0.0926
TCGA-HT-A614-01	TCGA-HT-A614-01	2.856	0.1262	2.641	3.875	2.909	4.138	4.536	4.895	0.4372	4.604	4.849	0.1631
TCGA-DA-A1HY-06	TCGA-DA-A1HY-06	2.856	0.1162	2.898	3.685	2.649	4.008	4.167	4.341	0.1763	4.279	4.18	0.0519
TCGA-SW-A7EB-01	TCGA-SW-A7EB-01	2.856	0	3.062	4.102	3.089	4.334	4.14	4.245	0.8423	3.906	3.4	0
TCGA-E2-A1LE-01	TCGA-E2-A1LE-01	2.856	0	3.021	4.162	3.156	4.537	4.899	5.195	0.2909	5.004	5.783	0
TCGA-AH-6547-01	TCGA-AH-6547-01	2.855	0.2064	2.982	3.986	3.004	4.181	4.447	4.72	0.376	4.508	4.261	0
TCGA-UL-AAZ6-01	TCGA-UL-AAZ6-01	2.855	0.1716	3.215	3.98	3.059	4.734	4.95	5.278	0.873	5.151	5.752	0.0774
TCGA-H7-A76A-01	TCGA-H7-A76A-01	2.855	0.1189	2.694	3.758	2.714	3.968	4.394	4.827	0.3405	4.7	5.097	0
TCGA-S9-A6WN-01	TCGA-S9-A6WN-01	2.855	0.1054	2.851	3.584	2.522	3.667	3.913	4.226	0.1601	3.962	3.526	0
TCGA-EW-A1OV-01	TCGA-EW-A1OV-01	2.855	0	3.235	4.183	2.968	4.455	4.818	5.052	0.3406	4.798	5.099	0.0531
TCGA-DX-A3U8-01	TCGA-DX-A3U8-01	2.855	0	2.571	3.8	2.89	4.181	4.323	4.567	0.1749	4.383	4.674	0.1011
TCGA-EE-A2MJ-06	TCGA-EE-A2MJ-06	2.854	0	3.348	4.419	3.413	4.428	4.621	5.006	0.5449	4.768	4.54	0
TCGA-S9-A7IZ-01	TCGA-S9-A7IZ-01	2.854	0	2.843	3.758	2.826	3.854	3.77	4.364	0	4.315	4.096	0.0459
TCGA-HZ-A49G-01	TCGA-HZ-A49G-01	2.854	0	2.807	4.034	2.922	4.078	4.21	4.386	0.186	4.271	4.385	0.2081
TCGA-33-4547-01	TCGA-33-4547-01	2.853	0.2801	3.213	4.228	3.144	4.581	4.74	5.17	0.2884	4.931	4.818	0
TCGA-C8-A1HN-01	TCGA-C8-A1HN-01	2.853	0	3.318	4.187	3.095	4.628	4.803	5.107	0.1633	4.975	5.521	0.0635
TCGA-BP-5004-01	TCGA-BP-5004-01	2.852	0.3473	3.081	3.972	2.9	4.203	4.322	4.672	0.4344	4.516	4.253	0.056
TCGA-XE-AAOB-01	TCGA-XE-AAOB-01	2.852	0	3.126	3.934	2.999	4.305	4.352	4.759	0.5891	4.506	4.852	0
TCGA-77-A5G8-01	TCGA-77-A5G8-01	2.852	0	2.818	3.913	2.864	4.247	4.385	4.729	0	4.522	4.847	0
TCGA-QQ-A8VD-01	TCGA-QQ-A8VD-01	2.852	0	2.651	3.407	2.585	3.756	3.835	4.354	0.1621	4.078	3.898	0
TCGA-DK-A3IT-01	TCGA-DK-A3IT-01	2.851	0.1923	3.023	4.187	3.247	4.245	4.519	5.151	0.4129	4.841	4.776	0.247
TCGA-CJ-4904-01	TCGA-CJ-4904-01	2.851	0.1863	2.764	3.778	2.718	4.193	4.104	4.428	0	4.395	4.041	0.0286
TCGA-CW-5589-11	TCGA-CW-5589-11	2.851	0.0831	2.957	3.571	2.628	3.687	3.876	4.254	0	4.027	3.786	0
TCGA-HZ-7925-01	TCGA-HZ-7925-01	2.851	0	2.893	3.432	2.461	3.721	3.948	4.328	0.1066	4.047	4.013	0
TCGA-DX-A240-01	TCGA-DX-A240-01	2.851	0	2.809	3.586	2.7	3.824	4.081	4.362	0.1392	4.159	4.258	0
TCGA-27-2519-01	TCGA-27-2519-01	2.85	0.9694	2.546	3.03	2.246	3.778	3.749	4.234	0.1826	3.891	4.163	0.2964
TCGA-D3-A2JB-06	TCGA-D3-A2JB-06	2.85	0.191	2.948	4.001	2.851	4.057	4.175	4.58	1.068	4.366	4.438	0.0294
TCGA-DS-A0VM-01	TCGA-DS-A0VM-01	2.85	0.138	2.915	3.933	2.856	4.417	4.687	4.89	0.3025	4.783	5.692	0.0313
TCGA-G9-6356-11	TCGA-G9-6356-11	2.85	0	2.941	3.917	2.848	4.282	4.413	4.695	0.3862	4.572	4.798	0.1032
TCGA-FX-A3NJ-01	TCGA-FX-A3NJ-01	2.85	0	0.5277	1.207	0.7567	1.411	1.712	1.562	0	1.58	1.358	0
TCGA-EL-A3GZ-11	TCGA-EL-A3GZ-11	2.849	0.2775	2.797	3.727	2.707	4.095	4.136	4.417	0.1499	4.149	3.859	0.0438
TCGA-YL-A8SR-01	TCGA-YL-A8SR-01	2.849	0.1129	2.875	3.571	2.661	4.146	4.142	4.404	0.1714	4.093	4.268	0.0991
TCGA-86-8669-01	TCGA-86-8669-01	2.849	0	3.008	4.226	3.042	4.064	4.454	4.59	0.3149	4.216	4.171	0
TCGA-FR-A729-06	TCGA-FR-A729-06	2.848	0.5731	2.505	3.098	2.159	3.396	3.527	3.725	0.4623	3.467	3.489	0.0852
TCGA-DE-A0Y3-01	TCGA-DE-A0Y3-01	2.848	0	3.126	4.251	3.099	4.24	4.401	4.558	0.138	4.481	4.322	0
TCGA-A2-A3XW-01	TCGA-A2-A3XW-01	2.848	0	3.076	3.965	3.216	4.555	4.778	5.162	0.769	4.948	5.269	0
TCGA-DJ-A4UP-01	TCGA-DJ-A4UP-01	2.848	0	2.892	3.716	2.65	3.909	4.203	4.578	0.532	4.351	4.442	0
TCGA-BH-A18P-11	TCGA-BH-A18P-11	2.846	0.1855	2.991	3.789	2.826	4.088	4.164	4.409	0	4.246	4.036	0.0426
TCGA-BC-A10Q-01	TCGA-BC-A10Q-01	2.846	0	2.994	4.167	3.153	4.261	4.603	5.024	0	4.673	4.455	0
TCGA-2G-AALS-01	TCGA-2G-AALS-01	2.845	0.6808	3.023	4.064	3.049	4.531	4.688	4.891	0.4742	4.837	4.958	0
TCGA-CZ-5452-01	TCGA-CZ-5452-01	2.845	0.1636	2.92	3.827	2.959	4.046	4.074	4.373	0.3016	4.174	4.49	0
TCGA-EJ-5519-01	TCGA-EJ-5519-01	2.845	0.069	3.115	4.144	3.011	4.15	4.307	4.559	0	4.209	3.874	0.0305
TCGA-FY-A3TY-01	TCGA-FY-A3TY-01	2.845	0	2.996	3.834	2.631	3.805	4.277	4.5	0.0954	4.355	4.446	0.0545
TCGA-S7-A7X0-01	TCGA-S7-A7X0-01	2.845	0	2.604	3.386	2.478	3.651	3.778	4.091	0.1911	3.915	3.647	0.0565
TCGA-D3-A8GI-06	TCGA-D3-A8GI-06	2.845	0	2.532	3.624	2.555	2.411	2.613	3.068	0.1234	2.852	2.57	0
TCGA-24-1930-01	TCGA-24-1930-01	2.844	0.2006	2.998	3.743	2.616	3.926	3.749	4.199	0.3874	4.015	3.209	0.1201
TCGA-CJ-4870-01	TCGA-CJ-4870-01	2.844	0.0969	2.807	3.419	2.415	3.545	3.714	3.99	0	4.046	3.884	0.0849
TCGA-ET-A25J-01	TCGA-ET-A25J-01	2.844	0.0731	2.866	3.89	2.825	4.13	4.336	4.641	0	4.349	4.249	0.0324
TCGA-C8-A3M7-01	TCGA-C8-A3M7-01	2.844	0	2.959	3.657	2.587	3.98	4.408	4.722	0.6073	4.571	4.752	0
TCGA-DJ-A3VF-01	TCGA-DJ-A3VF-01	2.844	0	2.887	3.818	2.748	3.985	4.152	4.319	0.3777	3.933	4.299	0
TCGA-D3-A5GL-06	TCGA-D3-A5GL-06	2.844	0	2.879	3.977	2.789	4.166	4.463	4.597	0.3682	4.49	5.141	0.0465
TCGA-XN-A8T5-01	TCGA-XN-A8T5-01	2.843	0.1434	2.831	3.612	2.687	4.1	4.247	4.548	0.6474	4.434	4.479	0
TCGA-EM-A22N-01	TCGA-EM-A22N-01	2.843	0.0562	2.993	3.908	2.616	3.909	4.07	4.382	0.1274	4.243	4.182	0.0732
TCGA-A7-A26H-01	TCGA-A7-A26H-01	2.843	0	3.11	3.891	2.642	4.001	4.282	4.58	0.3454	4.316	4.092	0.0272
TCGA-EJ-7315-01	TCGA-EJ-7315-01	2.843	0	3.005	4.066	2.866	4.131	4.313	4.63	0.1122	4.332	4.695	0
TCGA-HW-8319-01	TCGA-HW-8319-01	2.842	0.3019	3.151	4.023	2.882	4.098	4.157	4.453	0.1245	4.276	3.894	0
TCGA-60-2695-01	TCGA-60-2695-01	2.842	0.1597	2.987	3.96	2.929	4.233	4.186	4.482	2.029	4.321	4.007	0.1403
TCGA-GN-A262-06	TCGA-GN-A262-06	2.842	0	3.175	4.25	3.337	4.762	5.004	5.441	0.2844	5.182	5.93	0.035
TCGA-44-2661-01	TCGA-44-2661-01	2.842	0	3.066	3.725	2.685	3.986	4.226	4.483	0.4278	4.148	4.115	0
TCGA-26-5134-01	TCGA-26-5134-01	2.842	0	3.047	3.626	2.875	4.741	4.775	5.419	0.6416	5.061	5.14	0
TCGA-13-1506-01	TCGA-13-1506-01	2.842	0	2.494	2.819	1.777	3.331	3.013	3.39	0	3.305	2.943	0.1087
TCGA-WA-A7GZ-11	TCGA-WA-A7GZ-11	2.841	0.2102	2.946	3.408	2.447	3.73	3.811	4.045	0.2415	3.814	3.505	0
TCGA-E2-A15K-06	TCGA-E2-A15K-06	2.841	0.1849	2.718	3.898	2.834	4.077	4.378	4.626	0.1452	4.463	4.609	0.0836
TCGA-DU-7008-01	TCGA-DU-7008-01	2.841	0.0688	2.961	3.637	2.579	3.858	4.032	4.401	0.0536	4.187	4.219	0.1181
TCGA-CJ-5680-01	TCGA-CJ-5680-01	2.841	0	3.112	4.07	2.889	4.159	4.312	4.709	0.1348	4.581	4.484	0
TCGA-66-2789-01	TCGA-66-2789-01	2.841	0	2.981	4.117	2.93	4.585	4.741	5.109	0.3023	4.786	4.564	0
TCGA-DB-A64L-01	TCGA-DB-A64L-01	2.84	0.8299	2.781	3.812	2.967	4.123	4.458	4.708	0.1812	4.473	4.334	0.2943
TCGA-NJ-A4YG-01	TCGA-NJ-A4YG-01	2.84	0.2454	2.944	3.993	2.947	4.661	4.678	4.993	0.5874	4.685	5.449	0.1653
TCGA-BA-4076-01	TCGA-BA-4076-01	2.84	0.1122	2.838	3.985	2.984	4.124	4.186	4.562	0.6449	4.27	3.923	0
TCGA-DH-5140-01	TCGA-DH-5140-01	2.839	0.3248	3.012	4.026	2.835	4.294	4.31	4.633	0.4762	4.292	4.469	0.1508
TCGA-B2-4099-01	TCGA-B2-4099-01	2.839	0.0972	3.25	4.273	3.126	4.412	4.726	5.123	0.571	4.915	4.653	0.0852
TCGA-EM-A22O-01	TCGA-EM-A22O-01	2.839	0	2.637	3.762	3.007	4.14	4.423	4.633	0.1714	4.19	4.6	0
TCGA-CJ-4893-01	TCGA-CJ-4893-01	2.838	0.2154	2.805	3.65	2.627	4.021	4.226	4.512	0.2724	4.247	4.172	0
TCGA-B6-A0RL-01	TCGA-B6-A0RL-01	2.838	0.1645	3.12	3.964	2.861	4.499	4.658	4.935	0.2475	4.621	4.789	0.0741
TCGA-WK-A8XZ-01	TCGA-WK-A8XZ-01	2.838	0.0964	3.016	3.689	2.539	3.855	3.974	4.312	0.5674	4.162	3.913	0
TCGA-BJ-A191-01	TCGA-BJ-A191-01	2.838	0	3.148	4.218	3.058	4.166	4.468	4.908	0.0806	4.523	4.886	0.046
TCGA-78-7145-01	TCGA-78-7145-01	2.838	0	2.71	3.97	2.691	4.206	4.463	4.744	0.3994	4.479	4.996	0.2385
TCGA-B1-A47M-01	TCGA-B1-A47M-01	2.837	0.2127	2.884	4.045	3.093	4.51	4.782	5.194	0.1674	4.995	5.907	0.0967
TCGA-KS-A41J-11	TCGA-KS-A41J-11	2.837	0.0686	2.75	3.643	2.687	3.821	3.978	4.261	0.8417	3.868	4.023	0.0303
TCGA-EJ-5521-01	TCGA-EJ-5521-01	2.837	0	3.016	3.958	2.921	4.062	4.376	4.629	0.1499	4.445	4.444	0
TCGA-55-6983-11	TCGA-55-6983-11	2.837	0	2.912	3.611	2.446	3.859	4.166	4.424	0.1486	4.212	4.238	0
TCGA-DJ-A3UN-01	TCGA-DJ-A3UN-01	2.837	0	2.814	3.933	2.882	3.954	4.262	4.557	0.1862	4.379	4.424	0.0369
TCGA-34-5236-01	TCGA-34-5236-01	2.836	0.0969	3.173	3.945	2.832	4.539	4.618	4.919	0.0756	4.798	4.788	0
TCGA-EM-A1YA-01	TCGA-EM-A1YA-01	2.836	0.0702	3.173	4.105	2.954	4.17	4.376	4.661	0	4.391	4.412	0.0311
TCGA-77-A5G7-01	TCGA-77-A5G7-01	2.836	0	3.067	4.067	2.993	4.391	4.654	5.009	0.8052	4.892	5.698	0
TCGA-EJ-5498-01	TCGA-EJ-5498-01	2.836	0	3.003	3.937	2.797	3.885	4.013	4.265	0	4.02	3.762	0
TCGA-G9-7510-01	TCGA-G9-7510-01	2.836	0	2.906	3.985	2.853	4.228	4.448	4.798	0.1737	4.527	4.548	0.1637
TCGA-22-5489-11	TCGA-22-5489-11	2.835	0.1291	3.064	4.233	3.097	4.567	4.763	5.058	0.284	4.779	4.617	0
TCGA-EJ-8468-01	TCGA-EJ-8468-01	2.835	0	2.957	3.815	2.596	3.636	4.003	4.271	0.3914	4.078	3.835	0
TCGA-IB-7649-01	TCGA-IB-7649-01	2.835	0	2.889	3.135	2.555	3.67	3.844	4.018	0.1149	3.938	3.937	0
TCGA-HD-A634-01	TCGA-HD-A634-01	2.834	0	2.853	3.942	2.917	4.217	4.719	5.105	0.3486	4.855	5.698	0
TCGA-78-7539-01	TCGA-78-7539-01	2.834	0	2.837	3.798	2.835	4.255	4.482	4.65	0.1131	4.508	4.856	0
TCGA-HC-8260-11	TCGA-HC-8260-11	2.833	0.0993	2.945	3.886	2.785	3.915	4.16	4.367	0.1511	4.209	4.223	0.0442
TCGA-Y8-A8RY-01	TCGA-Y8-A8RY-01	2.833	0.0912	2.801	3.491	2.431	3.636	3.838	4.102	0.4371	4.137	4.709	0.1183
TCGA-HT-7689-01	TCGA-HT-7689-01	2.833	0	2.954	3.919	2.902	4.012	4.228	4.522	0.1954	4.334	4.228	0.0765
TCGA-BQ-5875-11	TCGA-BQ-5875-11	2.832	0.2221	2.956	4.125	3.097	4.304	4.417	4.693	0.2288	4.547	4.369	0
TCGA-EB-A1NK-01	TCGA-EB-A1NK-01	2.832	0	3.186	4.239	3.204	4.555	4.8	5.026	0.0462	4.751	4.75	0
TCGA-91-6835-11	TCGA-91-6835-11	2.831	0.4203	3.17	4.148	3.075	4.307	4.715	5.024	0.9055	4.674	4.574	0
TCGA-UF-A71A-01	TCGA-UF-A71A-01	2.831	0.2086	2.3	2.96	2.131	3.476	3.812	3.807	0.2397	3.54	3.684	0
TCGA-FD-A3N6-01	TCGA-FD-A3N6-01	2.831	0	3.204	4.233	2.972	4.21	4.543	4.854	0.3615	4.558	4.434	0
TCGA-DB-A4XA-01	TCGA-DB-A4XA-01	2.831	0	3.019	4.307	3.255	4.306	4.692	4.951	0.1991	4.584	4.713	0.1156
TCGA-CW-6088-11	TCGA-CW-6088-11	2.831	0	2.965	3.723	2.552	3.724	3.968	4.232	0.2317	4.071	3.745	0.0556
TCGA-22-4609-11	TCGA-22-4609-11	2.83	0.1532	2.863	3.629	2.562	3.655	4.033	4.324	0.3826	3.93	3.716	0.0689
TCGA-D8-A146-01	TCGA-D8-A146-01	2.83	0.091	3.263	4.424	3.248	4.581	4.811	5.122	0.2651	4.812	4.591	0.0798
TCGA-D3-A3C3-06	TCGA-D3-A3C3-06	2.83	0.0822	3.047	4.23	3.125	4.678	4.883	5.15	0.2407	5.097	6.233	0
TCGA-BI-A20A-01	TCGA-BI-A20A-01	2.83	0	3.182	4.43	3.338	4.632	4.846	5.245	0.5622	5.075	5.363	0.0382
TCGA-5P-A9JU-01	TCGA-5P-A9JU-01	2.83	0	2.714	3.52	2.425	3.746	4.024	4.371	0.317	4.207	4.524	0
TCGA-61-1737-01	TCGA-61-1737-01	2.829	0.1825	2.953	3.956	2.849	4.233	4.086	4.586	1.736	3.862	3.53	0
TCGA-85-A50Z-01	TCGA-85-A50Z-01	2.829	0	3.044	3.958	2.94	4.41	4.557	4.96	0.2945	4.844	4.693	0.0453
TCGA-IB-A5SP-01	TCGA-IB-A5SP-01	2.829	0	2.909	3.679	2.882	3.902	4.04	4.411	0.1768	4.405	4.256	0.0521
TCGA-97-A4M2-01	TCGA-97-A4M2-01	2.829	0	2.779	3.885	3.07	4.114	4.28	4.7	0.8287	4.43	4.516	0.0477
TCGA-G9-6351-01	TCGA-G9-6351-01	2.829	0	2.592	3.779	2.758	4.082	4.384	4.744	0.1893	4.363	5.063	0.1785
TCGA-BF-A1Q0-01	TCGA-BF-A1Q0-01	2.828	0	3.042	4.129	2.816	4.198	4.292	4.569	0.5923	4.402	4.301	0
TCGA-C5-A8YR-01	TCGA-C5-A8YR-01	2.828	0	2.301	2.923	2.225	3.144	3.484	4.04	0.5784	3.651	4.139	0
TCGA-DU-5872-01	TCGA-DU-5872-01	2.826	0	2.958	4.078	2.804	4.267	4.221	4.493	0.1171	4.297	4.188	0.1928
TCGA-BR-6454-11	TCGA-BR-6454-11	2.826	0	2.924	3.807	2.823	4.297	4.064	4.058	0.3868	3.957	3.489	0
TCGA-5X-AA5U-01	TCGA-5X-AA5U-01	2.825	1.006	2.766	3.575	2.617	3.976	3.814	4.073	0.948	3.815	3.078	0.1161
TCGA-CZ-4864-01	TCGA-CZ-4864-01	2.825	0.4344	2.66	3.638	2.583	3.885	3.978	4.162	0.59	3.958	3.823	0.1499
TCGA-BP-5184-01	TCGA-BP-5184-01	2.825	0.3054	2.851	3.774	2.773	4.085	4.19	4.557	0.0852	4.359	4.573	0.0487
TCGA-19-4065-02	TCGA-19-4065-02	2.825	0.1323	3.196	3.886	2.674	4.474	4.316	4.639	0.5322	4.325	4.764	0
TCGA-DJ-A1QM-01	TCGA-DJ-A1QM-01	2.825	0.1201	3.187	4.235	3.076	4.312	4.488	4.804	0	4.463	4.392	0.0271
TCGA-B0-4701-01	TCGA-B0-4701-01	2.825	0.1022	2.806	3.579	2.562	3.961	4.031	4.409	0.4236	3.999	4.15	0.2144
TCGA-CV-7097-11	TCGA-CV-7097-11	2.824	0.0993	2.951	4.096	2.847	4.072	4.178	4.531	0.4128	4.144	4.038	0
TCGA-KN-8429-11	TCGA-KN-8429-11	2.824	0	2.817	3.799	2.575	3.927	4.08	4.473	0.1896	4.117	3.835	0
TCGA-55-7911-01	TCGA-55-7911-01	2.823	0.1241	2.517	3.694	2.648	3.837	4.023	4.5	0.3542	4.253	4.623	0.0555
TCGA-DA-A1I4-06	TCGA-DA-A1I4-06	2.823	0.0808	3.021	3.89	2.824	4.208	4.314	4.702	0.2369	4.472	4.493	0
TCGA-JW-A69B-01	TCGA-JW-A69B-01	2.823	0.0766	2.915	3.848	2.838	4.177	4.474	4.898	0.1169	4.696	4.931	0.0339
TCGA-W6-AA0S-01	TCGA-W6-AA0S-01	2.823	0	2.955	3.93	2.74	4.172	4.065	4.489	0.1619	4.299	4.376	0.0475
TCGA-DB-A4XH-01	TCGA-DB-A4XH-01	2.823	0	2.889	3.972	2.946	4.178	4.177	4.55	0.168	4.379	4.133	0.1881
TCGA-EL-A3ZS-01	TCGA-EL-A3ZS-01	2.822	0.0866	2.701	3.672	2.692	3.947	3.964	4.261	0.1938	4.054	4.496	0
TCGA-D3-A3ML-06	TCGA-D3-A3ML-06	2.822	0	3.065	3.931	2.852	3.885	4.012	4.324	0.3101	4.141	3.946	0
TCGA-AR-A0U1-01	TCGA-AR-A0U1-01	2.822	0	3.061	4.067	2.832	4.384	4.65	4.899	0.6916	4.795	5.673	0
TCGA-A6-5662-11	TCGA-A6-5662-11	2.822	0	3.036	4.037	3.067	4.227	4.389	4.733	0.2755	4.682	4.661	0
TCGA-BQ-5884-01	TCGA-BQ-5884-01	2.822	0	3.026	3.803	2.648	3.827	3.92	3.971	0	3.783	3.476	0
TCGA-5P-A9KA-01	TCGA-5P-A9KA-01	2.822	0	2.763	3.168	2.177	3.566	3.647	3.736	0.1787	3.632	3.967	0.0526
TCGA-CC-A9FU-01	TCGA-CC-A9FU-01	2.822	0	0.1892	0.6827	0.4189	1.233	1.393	1.244	0.1395	1.007	1.666	0
